institution_name,id,url,institution_code_number,institution_type,beginning_of_activity,state,address,post_code,place,headquarters_name,headquarters_address,post_code,city,country,subscribed_capital,paid_up_capital,related_decisions,published_accounts
"SOCIETE EUROPEENNE DE BANQUE, SA",8652,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8652",9144,"Free Provision of Services by EU Credit Institutions",1995-09-08,"Active",,,,,,,,"Luxemburgo",,,,
"EAA COVERED BOND BANK, PLC",8839,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8839",9325,"Free Provision of Services by EU Credit Institutions",2002-11-20,"Active",,,,,,,,"Irlanda",,,,
"HEIMSTATT BAUSPAR-AKTIEN-GESELLSCHAFT",8683,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8683",9180,"Free Provision of Services by EU Credit Institutions",1997-12-10,"Active",,,,,,,,"Alemanha",,,,
"PAYPAL S. À R. L. ET CIE, S. C. A.",8984,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8984",9459,"Free Provision of Services by EU Credit Institutions",2007-06-29,"Active",,,,,,,,"Luxemburgo",,,,
"NAVEGATOR - SGFTC, SA",9895,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9895",241,"Credit Securitisation Fund Management Companies",2002-12-02,"Active","RUA CASTILHO, Nº 20","1250-069 LISBOA","LISBOA",,,"1250-069 LISBOA",,,7500000.00,7500000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=NAVEGATOR+-+SGFTC%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=NAVEGATOR+-+SGFTC%2c+SA"
"RHEINBODEN HYPOTHEKENBANK AG",8700,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8700",9198,"Free Provision of Services by EU Credit Institutions",1998-09-18,"Active",,,,,,,,"Alemanha",,,,
"Invapay Payment Solutions Limited",10151,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10151",9819,"Free Provision of Services by EU Payment Institutions",,"Active",,,,,,,,"Reino Unido",,,,
"LUFTHANSA AIRPLUS SERVICEKARTEN GMBH",9210,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9210",8807,"Free Provision of Services by EU Payment Institutions",2011-03-14,"Active",,,,,,,,"Alemanha",,,,
"NORDEA BANK FINLAND PLC",10001,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10001",9620,"Free Provision of Services by EU Credit Institutions",,"Active",,,,,,,,"Finlândia",,,,
"NORDDEUTSCHE LANDESBANK LUXEMBOURG, S.A.",9046,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9046",9517,"Free Provision of Services by EU Credit Institutions",2009-01-13,"Active",,,,,,,,"Luxemburgo",,,,
"MONEYGRAM INTERNATIONAL LIMITED",9192,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9192",8750,"EU Payment Institutions with tied Agents",2009-11-01,"Active",,,,,,,,"Reino Unido",,,,
"TD BANK INTERNATIONAL SA",10058,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10058",9637,"Free Provision of Services by EU Credit Institutions",,"Active",,,,,,,,"Luxemburgo",,,,
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DO BAIXO VOUGA, CRL",9717,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9717",3240,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1983-09-07,"Active","PRACETA ENGº. MANUEL SIMÕES PONTES","3810-195 AVEIRO","AVEIRO",,,"3810-195 AVEIRO",,,12141925.00,12141925.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DO+BAIXO+VOUGA%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DO+BAIXO+VOUGA%2c+CRL"
"SG HAMBROS BANK LIMITED",8582,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8582",9071,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"ING BELGIUM, SA",8502,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8502",9348,"Free Provision of Services by EU Credit Institutions",2003-08-06,"Active",,,,,,,,"Bélgica",,,,
"CATERPILLAR FINANCIAL CORPORACION FINANCIERA SOCIEDAD ANONIMA ESTABLECIMIENTO FINANCIERO DE CREDITO-SUCURSAL EM PORTUGAL",8503,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8503",514,"Branches of Credit Institutions with Head Office in the EU",1995-05-31,"Active","EDIFÍCIO BARLOWORLD STET, RUA DA GUINÉ","2685-334 PRIOR VELHO","PRIOR VELHO","CATERPILLAR FINANCIAL CORPORACION FINANCIERA SOCIEDAD ANÓNIMA ESTABLECIMIENTO FINANCIERO DE CRÉDITO","POZUELO DE ALARCÓN, VIA DE LAS CASTILLAS, 33 - 4º - EDIFÍCIO ATICA 6","2685-334 PRIOR VELHO","MADRID","Espanha",,,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CATERPILLAR+FINANCIAL+CORPORACION+FINANCIERA+SOCIEDAD+ANONIMA+ESTABLECIMIENTO+FINANCIERO+DE+CREDITO-SUCURSAL+EM+PORTUGAL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CATERPILLAR+FINANCIAL+CORPORACION+FINANCIERA+SOCIEDAD+ANONIMA+ESTABLECIMIENTO+FINANCIERO+DE+CREDITO-SUCURSAL+EM+PORTUGAL"
"BANQUE EUROPEÉNNE DU CRÉDIT MUTUEL",9076,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9076",9535,"Free Provision of Services by EU Credit Institutions",2008-02-28,"Active",,,,,,,,"França",,,,
"FINANCIAL & GENERAL",8574,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8574",9064,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"321 CRÉDITO - INSTITUIÇÃO FINANCEIRA DE CRÉDITO, SA",8395,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8395",305,"Credit Financial Institutions",2003-12-09,"Active","AVENIDA BARBOSA DU BOCAGE, N.º 113 - 2.º ESQ.","1050-031 LISBOA","LISBOA",,,"1050-031 LISBOA",,,63518075.00,63518075.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=321+CR%c3%89DITO+-+INSTITUI%c3%87%c3%83O+FINANCEIRA+DE+CR%c3%89DITO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=321+CR%c3%89DITO+-+INSTITUI%c3%87%c3%83O+FINANCEIRA+DE+CR%c3%89DITO%2c+SA"
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DA CHAMUSCA, CRL",9692,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9692",97,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1929-02-07,"Active","RUA DIREITA DE S. PEDRO, 216","2140-098 CHAMUSCA","CHAMUSCA",,,"2140-098 CHAMUSCA",,,10653803.00,10653803.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DA+CHAMUSCA%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DA+CHAMUSCA%2c+CRL"
"KEMPEN & CO N.V.",8853,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8853",9337,"Free Provision of Services by EU Credit Institutions",2003-04-29,"Active",,,,,,,,"Holanda",,,,
"CASCO FINANCIAL SERVICES LIMITED",10145,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10145",9814,"Free Provision of Services by EU Payment Institutions",2015-07-17,"Active",,,,,,,,"Reino Unido",,,,
"ORCHID MONEY TRANSFER LIMITED",9969,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9969",8925,"Free Provision of Services by EU Payment Institutions",2013-10-09,"Active",,,,,,,,"Reino Unido",,,,
"SOCIÉTÉ BANCAIRE DE PARIS",8419,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8419",115,"Representatives Offices of Credit Institutions with Head Offices Abroad",1982-06-01,"Active","RUA ÁLVARES CABRAL, 158-1º","4050-040 PORTO","PORTO","SOCIÉTÉ BANCAIRE DE PARIS","AVENUECHAMPS-ELYSÉES, 138","4050-040 PORTO","PARIS","França",,,,
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DE CADAVAL, CRL",9769,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9769",5120,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1916-03-05,"Active","RUA DOS BOMBEIROS VOLUNTÁRIOS, 36","2550-102 CADAVAL","CADAVAL",,,"2550-102 CADAVAL",,,7141330.00,7141330.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+CADAVAL%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+CADAVAL%2c+CRL"
"SNS BANK N.V.",9045,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9045",9516,"Free Provision of Services by EU Credit Institutions",2009-01-16,"Active",,,,,,,,"Holanda",,,,
"ALLGEMEINE HYPOTHEKENBANK RHEINBODEN AG",8872,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8872",9355,"Free Provision of Services by EU Credit Institutions",2004-02-03,"Active",,,,,,,,"Alemanha",,,,
"BANK MENDES GANS N.V.",9915,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9915",9609,"Free Provision of Services by EU Credit Institutions",2013-05-22,"Active",,,,,,,,"Holanda",,,,
"ITALIAN INTERNATIONAL BANK PLC",8592,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8592",9082,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"EUPAGO - INSTITUIÇÃO DE PAGAMENTO, LDA",10110,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10110",,"Payment Institutions",,,,,,,,,,,,,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=EUPAGO+-+INSTITUI%c3%87%c3%83O+DE+PAGAMENTO%2c+LDA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=EUPAGO+-+INSTITUI%c3%87%c3%83O+DE+PAGAMENTO%2c+LDA"
"CHITORO LIMITED",9963,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9963",8921,"Free Provision of Services by EU Payment Institutions",2013-07-31,"Active",,,,,,,,"Reino Unido",,,,
"ACCOMPLISH FINANCIAL LIMITED",10008,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10008",7624,"Free Provision of Services by EU Electronic Money Institutions",2014-02-06,"Active",,,,,,,,"Reino Unido",,,,
"SOFINLOC - INSTITUIÇÃO FINANCEIRA DE CRÉDITO, SA",9459,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9459",695,"Credit Financial Institutions",1983-03-10,"Active","RUA GENERAL FIRMINO MIGUEL,  Nº 5 - 14º ANDAR","1600-100 LISBOA","LISBOA",,,"1600-100 LISBOA",,,40000000.00,40000000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=SOFINLOC+-+INSTITUI%c3%87%c3%83O+FINANCEIRA+DE+CR%c3%89DITO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=SOFINLOC+-+INSTITUI%c3%87%c3%83O+FINANCEIRA+DE+CR%c3%89DITO%2c+SA"
"PPRO FINANCIAL LIMITED",9928,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9928",7605,"Free Provision of Services by EU Electronic Money Institutions",2012-08-17,"Active",,,,,,,,"Reino Unido",,,,
"BANQUE ESPÍRITO SANTO ET DE LA VÉNÉTIE",9073,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9073",9534,"Free Provision of Services by EU Credit Institutions",2002-02-21,"Active",,,,,,,,"França",,,,
"MIDPOINT & TRANSFER LTD",10035,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10035",8960,"Free Provision of Services by EU Payment Institutions",2014-04-24,"Active",,,,,,,,"Reino Unido",,,,
"BANK OF CHINA (HUNGÁRIA) HITELINTÉZET ZÁRTKÖRUEN MUKÖDO RÉSZVÉNYTÁRSASÁG",9952,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9952",9614,"Free Provision of Services by EU Credit Institutions",,"Active",,,,,,,,"Hungria",,,,
"GE MONEY BANK",8757,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8757",9249,"Free Provision of Services by EU Credit Institutions",2000-02-23,"Active",,,,,,,,"França",,,,
"THE NIKKO BANK (UK) PLC",8634,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8634",9126,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"CITIBANK BELGIUM",8738,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8738",9233,"Free Provision of Services by EU Credit Institutions",1999-12-20,"Active",,,,,,,,"Bélgica",,,,
"GARVAL - SOCIEDADE DE GARANTIA MÚTUA, SA",8394,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8394",304,"Mutual Guarantee Companies",2003-03-14,"Active","PRACETA JOÃO CAETANO BRÁS, Nº 10 - 1º ABC","2005-517 SANTARÉM","SANTARÉM",,,"2005-517 SANTARÉM",,,50000000.00,35000000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=GARVAL+-+SOCIEDADE+DE+GARANTIA+M%c3%9aTUA%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=GARVAL+-+SOCIEDADE+DE+GARANTIA+M%c3%9aTUA%2c+SA"
"ATRIUM INVESTIMENTOS - SOCIEDADE FINANCEIRA DE CORRETAGEM, SA",9891,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9891",231,"Dealers",2000-08-22,"Active","AVENIDA DA REPÚBLICA, N.º 35 - 2.º ANDAR","1050-186 LISBOA","LISBOA",,,"1050-186 LISBOA",,,3742109.00,3742109.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=ATRIUM+INVESTIMENTOS+-+SOCIEDADE+FINANCEIRA+DE+CORRETAGEM%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=ATRIUM+INVESTIMENTOS+-+SOCIEDADE+FINANCEIRA+DE+CORRETAGEM%2c+SA"
"THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND",9004,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9004",9477,"Free Provision of Services by EU Credit Institutions",2007-12-14,"Active",,,,,,,,"Irlanda",,,,
"SKANDINAVISKA ENSKILDA BANKEN AB (Publ)",8917,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8917",9398,"Free Provision of Services by EU Credit Institutions",2005-08-16,"Active",,,,,,,,"Suécia",,,,
"INTESA SANPAOLO, SPA",8694,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8694",9192,"Free Provision of Services by EU Credit Institutions",1988-03-13,"Active",,,,,,,,"Itália",,,,
"BPCE",10125,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10125",9649,"Free Provision of Services by EU Credit Institutions",2015-06-15,"Active",,,,,,,,"França",,,,
"WAVE CREST HOLDINGS LIMITED",9124,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9124",7618,"Free Provision of Services by EU Electronic Money Institutions",2012-04-19,"Active",,,,,,,,"Reino Unido",,,,
"BFC EXCHANGE LIMITED",9956,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9956",8917,"Free Provision of Services by EU Payment Institutions",2011-08-26,"Active",,,,,,,,"Reino Unido",,,,
"DEPFA BANK PLC",8828,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8828",9316,"Free Provision of Services by EU Credit Institutions",2002-09-06,"Active",,,,,,,,"Irlanda",,,,
"CECABANK, S.A.",8931,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8931",9412,"Free Provision of Services by EU Credit Institutions",2006-01-16,"Active",,,,,,,,"Espanha",,,,
"IZETTLE AB",9934,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9934",7612,"Free Provision of Services by EU Electronic Money Institutions",,"Active",,,,,,,,"Suécia",,,,
"FIBEIRA FUNDOS - SOCIEDADE GESTORA DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO, SA",9429,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9429",665,"Real Estate Investment Fund Management Companies",1987-10-01,"Active","PRAÇA DUQUE DE SALDANHA, Nº. 1 - 11º  ANDAR","1050-094 LISBOA","LISBOA",,,"1050-094 LISBOA",,,750000.00,750000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=FIBEIRA+FUNDOS+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+IMOBILI%c3%81RIO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=FIBEIRA+FUNDOS+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+IMOBILI%c3%81RIO%2c+SA"
"TRIODOS BANK NV",9123,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9123",9564,"Free Provision of Services by EU Credit Institutions",2010-12-14,"Active",,,,,,,,"Holanda",,,,
"WESTPAC EUROPE LIMITED",8944,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8944",9424,"Free Provision of Services by EU Credit Institutions",2006-06-07,"Active",,,,,,,,"Reino Unido",,,,
"MONTEPIO GESTÃO DE ACTIVOS - SOCIEDADE GESTORA DE FUNDOS DE INVESTIMENTO , SA",9495,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9495",767,"Securities Investment Fund Management Companies",1992-01-27,"Active","AVENIDA DE BERNA, N.º 10, 3.º","1050-040 LISBOA","LISBOA",,,"1050-040 LISBOA",,,1200000.00,1200000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=MONTEPIO+GEST%c3%83O+DE+ACTIVOS+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=MONTEPIO+GEST%c3%83O+DE+ACTIVOS+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+%2c+SA"
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DA SERRA DA ESTRELA, CRL",9749,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9749",4080,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1981-03-30,"Active","LARGO MARQUES DA SILVA - APARTADO 38","6270-479 SEIA","SEIA",,,"6270-479 SEIA",,,24981050.00,24981050.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DA+SERRA+DA+ESTRELA%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DA+SERRA+DA+ESTRELA%2c+CRL"
"MONEY ONE - SOCIEDADE DE PAGAMENTO E CÂMBIOS, LDA",8481,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8481",,"Payment Institutions",,,,,,,,,,,,,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=MONEY+ONE+-+SOCIEDADE+DE+PAGAMENTO+E+C%c3%82MBIOS%2c+LDA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=MONEY+ONE+-+SOCIEDADE+DE+PAGAMENTO+E+C%c3%82MBIOS%2c+LDA"
"TALBOT FX LLP",9919,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9919",8905,"Free Provision of Services by EU Payment Institutions",2013-05-29,"Active",,,,,,,,"Reino Unido",,,,
"VTB CAPITAL PLC",8607,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8607",9096,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"WOODCHESTER CREDIT LYONNAIS PLC",8664,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8664",9159,"Free Provision of Services by EU Credit Institutions",1996-08-12,"Active",,,,,,,,"Reino Unido",,,,
"VOLKSBANK OFFENBURG EG",9314,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9314",9598,"Free Provision of Services by EU Credit Institutions",2012-08-01,"Active",,,,,,,,"Alemanha",,,,
"NEW ARIANA EXCHANGE LIMITED",9980,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9980",8932,"Free Provision of Services by EU Payment Institutions",2013-11-20,"Active",,,,,,,,"Reino Unido",,,,
"PAYSAFECARD.COM WERTKARTEN VERTRIEBS GMBH",9158,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9158",8803,"Free Provision of Services by EU Payment Institutions",2011-03-09,"Active",,,,,,,,"Áustria",,,,
"BNP PLC",8548,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8548",9038,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"PREPAID FINANCIAL SERVICES LIMITED",9931,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9931",7608,"Free Provision of Services by EU Electronic Money Institutions",2012-11-29,"Active",,,,,,,,"Reino Unido",,,,
"BANQUE PSA FINANCE (SUCURSAL EM PORTUGAL)",8392,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8392",70,"Branches of Credit Institutions with Head Office in the EU",1997-07-01,"Active","RUA VASCO DA GAMA, 20","2685-244 PORTELA LRS","PORTELA LRS","BANQUE PSA FINANCE","75  AVENUE DE LA GRAND ARMÉE","2685-244 PORTELA LRS","PARIS","França",,,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=BANQUE+PSA+FINANCE+(SUCURSAL+EM+PORTUGAL)","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=BANQUE+PSA+FINANCE+(SUCURSAL+EM+PORTUGAL)"
"IMOFUNDOS - SOCIEDADE GESTORA DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO, SA",9598,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9598",949,"Real Estate Investment Fund Management Companies",1999-12-28,"Active","AVENIDA DA LIBERDADE, Nº 245, 7.º A","1250-143 LISBOA","LISBOA",,,"1250-143 LISBOA",,,573600.00,573600.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=IMOFUNDOS+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+IMOBILI%c3%81RIO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=IMOFUNDOS+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+IMOBILI%c3%81RIO%2c+SA"
"CREDIT SUISSE (UK) LIMITED",8835,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8835",9322,"Free Provision of Services by EU Credit Institutions",2002-10-17,"Active",,,,,,,,"Reino Unido",,,,
"J HENRY SCHRODER WAGG & CO LTD",8593,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8593",9083,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DE ALCANHÕES, CRL",9758,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9758",5010,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1928-02-13,"Active","RUA PAULINHO DA CUNHA E SILVA, 260","2000-369 ALCANHÕES","ALCANHÕES",,,"2000-369 ALCANHÕES",,,5014160.00,5014160.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+ALCANH%c3%95ES%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+ALCANH%c3%95ES%2c+CRL"
